序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
971,CHP7运行,冷冻水泵,manual_stop,V3.7,新增,1940,1940,Int,40971,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40971
972,CHP7远程,冷冻水泵,remote_status,V3.7,新增,1942,1942,Int,40972,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40972
973,CHP7故障,冷冻水泵,fault_alarm,V3.7,新增,1944,1944,Int,40973,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40973
974,CWP7运行,冷却水泵,manual_stop,V3.7,新增,1946,1946,Int,40974,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40974
975,CWP7远程,冷却水泵,remote_status,V3.7,新增,1948,1948,Int,40975,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40975
976,CWP7故障,冷却水泵,fault_alarm,V3.7,新增,1950,1950,Int,40976,,1故障；0正常,,1,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40976
977,,其他,other,V3.0,,1952,1952,Int,40977,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40977
978,,其他,other,V3.0,,1954,1954,Int,40978,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40978
979,,其他,other,V3.0,,1956,1956,Int,40979,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40979
980,,其他,other,V3.0,,1958,1958,Int,40980,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40980
981,,其他,other,V3.0,,1960,1960,Int,40981,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40981
982,,其他,other,V3.0,,1962,1962,Int,40982,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40982
983,,其他,other,V3.0,,1964,1964,Int,40983,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40983
984,,其他,other,V3.0,,1966,1966,Int,40984,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40984
985,,其他,other,V3.0,,1968,1968,Int,40985,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40985
986,,其他,other,V3.0,,1970,1970,Int,40986,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40986
987,,其他,other,V3.0,,1972,1972,Int,40987,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40987
988,,其他,other,V3.0,,1974,1974,Int,40988,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40988
989,,其他,other,V3.0,,1976,1976,Int,40989,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40989
990,,其他,other,V3.0,,1978,1978,Int,40990,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40990
991,,其他,other,V3.0,,1980,1980,Int,40991,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40991
992,,其他,other,V3.0,,1982,1982,Int,40992,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40992
993,,其他,other,V3.0,,1984,1984,Int,40993,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40993
994,,其他,other,V3.0,,1986,1986,Int,40994,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40994
995,,其他,other,V3.0,,1988,1988,Int,40995,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40995
996,,其他,other,V3.0,,1990,1990,Int,40996,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40996
997,,其他,other,V3.0,,1992,1992,Int,40997,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40997
998,,其他,other,V3.0,,1994,1994,Int,40998,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40998
999,,其他,other,V3.0,,1996,1996,Int,40999,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40999
1000,,其他,other,V3.0,,1998,1998,Int,41000,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41000
1001,CH1手动启动,冷水机组,manual_start,V1.3,修改端口号,2000,2000,Int,41001,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41001
1002,CH1手动停止,冷水机组,manual_stop,V1.3,修改端口号,2002,2002,Int,41002,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41002
1003,CH1禁用,冷水机组,other,V1.3,修改端口号,2004,2004,Int,41003,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41003
1004,CH2手动启动,冷水机组,manual_start,V1.3,修改端口号,2006,2006,Int,41004,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41004
1005,CH2手动停止,冷水机组,manual_stop,V1.3,修改端口号,2008,2008,Int,41005,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41005
1006,CH2禁用,冷水机组,other,V1.3,修改端口号,2010,2010,Int,41006,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41006
1007,CH3手动启动,冷水机组,manual_start,V1.3,修改端口号,2012,2012,Int,41007,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41007
1008,CH3手动停止,冷水机组,manual_stop,V1.3,修改端口号,2014,2014,Int,41008,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41008
1009,CH3禁用,冷水机组,other,V1.3,修改端口号,2016,2016,Int,41009,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41009
1010,CH4手动启动,冷水机组,manual_start,V1.3,修改端口号,2018,2018,Int,41010,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41010
1011,CH4手动停止,冷水机组,manual_stop,V1.3,修改端口号,2020,2020,Int,41011,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41011
1012,CH4禁用,冷水机组,other,V1.3,修改端口号,2022,2022,Int,41012,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41012
1013,CH5手动启动,冷水机组,manual_start,V1.3,修改端口号,2024,2024,Int,41013,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41013
1014,CH5手动停止,冷水机组,manual_stop,V1.3,修改端口号,2026,2026,Int,41014,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41014
1015,CH5禁用,冷水机组,other,V1.3,修改端口号,2028,2028,Int,41015,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41015
1016,CH6手动启动,冷水机组,manual_start,V1.3,修改端口号,2030,2030,Int,41016,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41016
1017,CH6手动停止,冷水机组,manual_stop,V1.3,修改端口号,2032,2032,Int,41017,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41017
1018,CH6禁用,冷水机组,other,V1.3,修改端口号,2034,2034,Int,41018,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41018
1019,CHP1手动启动,冷冻水泵,manual_start,V1.3,修改端口号,2036,2036,Int,41019,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41019
1020,CHP1手动停止,冷冻水泵,manual_stop,V1.3,修改端口号,2038,2038,Int,41020,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41020
1021,CHP1禁用,冷冻水泵,other,V1.3,修改端口号,2040,2040,Int,41021,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41021
1022,CHP1手自动,冷冻水泵,mode,V4.2,修改描述,2042,2042,Int,41022,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41022
1023,CHP1频率手动给定,冷冻水泵,mode,V1.4,修改系数,2044,2044,Int,41023,,0手动；1自动,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41023
1024,CHP2手动启动,冷冻水泵,manual_start,V1.3,修改端口号,2046,2046,Int,41024,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41024
1025,CHP2手动停止,冷冻水泵,manual_stop,V1.3,修改端口号,2048,2048,Int,41025,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41025
1026,CHP2禁用,冷冻水泵,mode,V1.3,修改端口号,2050,2050,Int,41026,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41026
1027,CHP2手自动,冷冻水泵,mode,V4.2,修改描述,2052,2052,Int,41027,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41027
1028,CHP2频率手动给定,冷冻水泵,mode,V1.4,修改系数,2054,2054,Int,41028,,0手动；1自动,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41028
1029,CHP3手动启动,冷冻水泵,manual_start,V1.3,修改端口号,2056,2056,Int,41029,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41029
1030,CHP3手动停止,冷冻水泵,manual_stop,V1.3,修改端口号,2058,2058,Int,41030,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41030
1031,CHP3禁用,冷冻水泵,other,V1.3,修改端口号,2060,2060,Int,41031,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41031
1032,CHP3手自动,冷冻水泵,mode,V4.2,修改描述,2062,2062,Int,41032,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41032
1033,CHP3频率手动给定,冷冻水泵,frequency_command,V1.4,修改系数,2064,2064,Int,41033,,1Hz,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41033
1034,CHP4手动启动,冷冻水泵,manual_start,V1.3,修改端口号,2066,2066,Int,41034,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41034
1035,CHP4手动停止,冷冻水泵,manual_stop,V1.3,修改端口号,2068,2068,Int,41035,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41035
1036,CHP4禁用,冷冻水泵,other,V1.3,修改端口号,2070,2070,Int,41036,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41036
1037,CHP4手自动,冷冻水泵,mode,V4.2,修改描述,2072,2072,Int,41037,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41037
1038,CHP4频率手动给定,冷冻水泵,frequency_command,V1.4,修改系数,2074,2074,Int,41038,,1Hz,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41038
1039,CHP5手动启动,冷冻水泵,manual_start,V1.3,修改端口号,2076,2076,Int,41039,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41039
1040,CHP5手动停止,冷冻水泵,manual_stop,V1.3,修改端口号,2078,2078,Int,41040,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41040
1041,CHP5禁用,冷冻水泵,other,V1.3,修改端口号,2080,2080,Int,41041,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41041
1042,CHP5手自动,冷冻水泵,mode,V4.2,修改描述,2082,2082,Int,41042,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41042
1043,CHP5频率手动给定,冷冻水泵,frequency_command,V1.4,修改系数,2084,2084,Int,41043,,1Hz,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41043
1044,CHP6手动启动,冷冻水泵,manual_start,V1.3,修改端口号,2086,2086,Int,41044,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41044
1045,CHP6手动停止,冷冻水泵,manual_stop,V1.3,修改端口号,2088,2088,Int,41045,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41045
1046,CHP6禁用,冷冻水泵,other,V1.3,修改端口号,2090,2090,Int,41046,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41046
1047,CHP6手自动,冷冻水泵,mode,V4.2,修改描述,2092,2092,Int,41047,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41047
1048,CHP6频率手动给定,冷冻水泵,frequency_command,V1.4,修改系数,2094,2094,Int,41048,,1Hz,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41048
1049,CWP1手动启动,冷却水泵,manual_start,V1.3,修改端口号,2096,2096,Int,41049,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41049
1050,CWP1手动停止,冷却水泵,manual_stop,V1.3,修改端口号,2098,2098,Int,41050,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41050
1051,CWP1禁用,冷却水泵,other,V1.3,修改端口号,2100,2100,Int,41051,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41051
1052,CWP1手自动,冷却水泵,mode,V4.2,修改描述,2102,2102,Int,41052,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41052
1053,CWP1频率手动给定,冷却水泵,frequency_command,V1.4,修改系数,2104,2104,Int,41053,,1Hz,HZ,1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41053
1054,CWP1变频实际值,冷却水泵,frequency_feedback,V1.3,修改端口号,2106,2106,Int,41054,,0.1Hz,HZ,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41054
1055,CWP2手动启动,冷却水泵,manual_start,V1.3,修改端口号,2108,2108,Int,41055,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41055
1056,CWP2手动停止,冷却水泵,manual_stop,V1.3,修改端口号,2110,2110,Int,41056,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41056
1057,CWP2禁用,冷却水泵,other,V1.3,修改端口号,2112,2112,Int,41057,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41057
1058,CWP2手自动,冷却水泵,mode,V4.2,修改描述,2114,2114,Int,41058,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41058
1059,CWP2频率手动给定,冷却水泵,frequency_command,V1.3,修改端口号,2116,2116,Int,41059,,0.1Hz,HZ,0.1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41059
1060,CWP2变频实际值,冷却水泵,frequency_feedback,V1.3,修改端口号,2118,2118,Int,41060,,0.1Hz,HZ,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41060
1061,CWP3手动启动,冷却水泵,manual_start,V1.3,修改端口号,2120,2120,Int,41061,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41061
1062,CWP3手动停止,冷却水泵,manual_stop,V1.3,修改端口号,2122,2122,Int,41062,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41062
1063,CWP3禁用,冷却水泵,other,V1.3,修改端口号,2124,2124,Int,41063,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41063
1064,CWP3手自动,冷却水泵,mode,V4.2,修改描述,2126,2126,Int,41064,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41064
1065,CWP3频率手动给定,冷却水泵,frequency_command,V1.3,修改端口号,2128,2128,Int,41065,,0.1Hz,HZ,0.1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41065
1066,CWP3变频实际值,冷却水泵,frequency_feedback,V1.3,修改端口号,2130,2130,Int,41066,,0.1Hz,HZ,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41066
1067,CWP4手动启动,冷却水泵,manual_start,V1.3,修改端口号,2132,2132,Int,41067,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41067
1068,CWP4手动停止,冷却水泵,manual_stop,V1.3,修改端口号,2134,2134,Int,41068,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41068
1069,CWP4禁用,冷却水泵,other,V1.3,修改端口号,2136,2136,Int,41069,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41069
1070,CWP4手自动,冷却水泵,mode,V4.2,修改描述,2138,2138,Int,41070,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41070
1071,CWP4频率手动给定,冷却水泵,frequency_command,V1.3,修改端口号,2140,2140,Int,41071,,0.1Hz,HZ,0.1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41071
1072,CWP4变频实际值,冷却水泵,frequency_feedback,V1.3,修改端口号,2142,2142,Int,41072,,0.1Hz,HZ,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41072
1073,CWP5手动启动,冷却水泵,manual_start,V1.3,修改端口号,2144,2144,Int,41073,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41073
1074,CWP5手动停止,冷却水泵,manual_stop,V1.3,修改端口号,2146,2146,Int,41074,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41074
1075,CWP5禁用,冷却水泵,other,V1.3,修改端口号,2148,2148,Int,41075,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41075
1076,CWP5手自动,冷却水泵,mode,V4.2,修改描述,2150,2150,Int,41076,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41076
1077,CWP5频率手动给定,冷却水泵,frequency_command,V1.3,修改端口号,2152,2152,Int,41077,,0.1Hz,HZ,0.1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41077
1078,CWP5变频实际值,冷却水泵,frequency_feedback,V1.3,修改端口号,2154,2154,Int,41078,,0.1Hz,HZ,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41078
1079,CWP6手动启动,冷却水泵,manual_start,V1.3,修改端口号,2156,2156,Int,41079,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41079
1080,CWP6手动停止,冷却水泵,manual_stop,V1.3,修改端口号,2158,2158,Int,41080,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41080
1081,CWP6禁用,冷却水泵,other,V1.3,修改端口号,2160,2160,Int,41081,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41081
1082,CWP6手自动,冷却水泵,mode,V4.2,修改描述,2162,2162,Int,41082,,0手动；1自动,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41082
1083,CWP6频率手动给定,冷却水泵,frequency_command,V1.3,修改端口号,2164,2164,Int,41083,,0.1Hz,HZ,0.1,RW,控制参数,0,1,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-41083
1084,CWP6变频实际值,冷却水泵,frequency_feedback,V1.3,修改端口号,2166,2166,Int,41084,,0.1Hz,HZ,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41084
1085,CTF11手动启动,冷却塔风机,manual_start,V1.3,修改端口号,2168,2168,Int,41085,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41085
1086,CTF11手动停止,冷却塔风机,manual_stop,V1.3,修改端口号,2170,2170,Int,41086,,1停止；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41086
1087,CTF11禁用,冷却塔风机,other,V1.3,修改端口号,2172,2172,Int,41087,,0投用；1禁用,,1,RW,控制参数,0,1,192.168.2.200:521,64,中-可写点,SY-1-509-41087
1088,,其他,other,V1.3,修改端口号,2174,2174,Int,41088,,,,,,,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41088
1089,,其他,other,V1.3,修改端口号,2176,2176,Int,41089,,,,,,,0,1,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-41089
1090,CTF12手动启动,冷却塔风机,manual_start,V1.3,修改端口号,2178,2178,Int,41090,,1启动；0无意义,,1,RW,控制参数,0,1,192.168.2.200:521,64,高-启停/模式类写点,SY-1-509-41090
